Vx	Vy	Vz	Wx	Wy	Wz	fi	psi	teta	Ksi	Eta	Dzeta	T	Tng	Tkg	Tnb	Tkb	Lat	Long
2.000	0.013	0.000	-0.000	0.001	-0.007	-0.083	-3.053	-0.096	172.820	-292.896	9346.086	929.126	100.000	-100.000	100.000	-100.000	69.219904	16.693283
2.000	0.017	-0.001	0.000	-0.001	-0.011	-0.083	-3.056	-0.105	170.836	-293.082	9346.260	929.126	-100.000	100.000	100.000	-100.000	69.219886	16.693287
1.999	0.022	-0.002	0.000	-0.000	-0.005	-0.084	-3.059	-0.115	168.854	-293.283	9346.428	929.126	100.000	-100.000	100.000	-100.000	69.219868	16.693292
1.999	0.024	0.000	-0.000	0.007	-0.010	-0.083	-3.055	-0.124	166.873	-293.498	9346.598	929.126	-100.000	100.000	-100.000	100.000	69.219850	16.693296
1.999	0.028	0.002	-0.000	-0.001	-0.006	-0.083	-3.052	-0.133	164.896	-293.730	9346.774	929.126	100.000	-100.000	-100.000	100.000	69.219833	16.693300
1.999	0.027	0.001	-0.000	0.002	-0.001	-0.083	-3.054	-0.136	162.919	-293.971	9346.949	929.126	-32.921	32.921	100.000	-100.000	69.219815	16.693304
1.999	0.028	0.004	-0.000	0.005	-0.004	-0.082	-3.049	-0.142	160.943	-294.220	9347.128	929.126	-100.000	100.000	100.000	-100.000	69.219797	16.693308
1.999	0.025	0.005	-0.000	0.006	0.003	-0.082	-3.044	-0.141	158.969	-294.476	9347.315	929.126	-100.000	100.000	100.000	-100.000	69.219779	16.693313
1.999	0.022	0.007	-0.000	-0.001	-0.003	-0.081	-3.041	-0.141	156.996	-294.733	9347.509	929.126	100.000	-100.000	100.000	-100.000	69.219762	16.693318
1.999	0.019	0.006	-0.000	-0.004	0.003	-0.081	-3.041	-0.139	155.023	-294.992	9347.704	929.126	100.000	-100.000	100.000	-100.000	69.219744	16.693322
2.000	0.018	0.002	-0.000	-0.003	0.006	-0.082	-3.047	-0.138	153.049	-295.251	9347.895	929.126	-100.000	100.000	100.000	-100.000	69.219726	16.693327
2.000	0.014	-0.001	-0.000	-0.008	-0.005	-0.083	-3.055	-0.135	151.074	-295.507	9348.075	929.126	-100.000	100.000	-100.000	100.000	69.219708	16.693332
2.000	0.014	-0.003	-0.000	0.001	0.000	-0.084	-3.058	-0.137	149.098	-295.765	9348.246	929.126	100.000	-100.000	100.000	-100.000	69.219691	16.693336
2.000	0.012	-0.003	-0.000	0.001	0.003	-0.084	-3.058	-0.135	147.123	-296.024	9348.416	929.126	-100.000	100.000	-100.000	100.000	69.219673	16.693340
2.000	0.009	-0.001	0.000	0.007	0.004	-0.083	-3.052	-0.132	145.147	-296.280	9348.589	929.126	-100.000	100.000	-100.000	100.000	69.219655	16.693344
2.000	0.007	0.001	0.000	-0.001	0.003	-0.083	-3.050	-0.131	143.171	-296.534	9348.769	929.126	100.000	-100.000	100.000	-100.000	69.219637	16.693348
2.000	0.004	0.002	0.000	0.006	0.004	-0.082	-3.047	-0.127	141.196	-296.785	9348.952	929.126	-100.000	100.000	-100.000	100.000	69.219620	16.693353
2.000	0.002	0.004	0.000	0.002	-0.006	-0.081	-3.041	-0.125	139.220	-297.031	9349.144	929.126	100.000	-100.000	-100.000	100.000	69.219602	16.693357
2.000	0.002	0.005	0.000	0.001	0.006	-0.081	-3.039	-0.124	137.245	-297.279	9349.341	929.126	-100.000	100.000	100.000	-100.000	69.219584	16.693362
2.000	0.000	0.004	0.000	-0.005	0.005	-0.081	-3.040	-0.122	135.270	-297.523	9349.539	929.126	100.000	-100.000	-100.000	100.000	69.219566	16.693367
2.000	-0.003	0.003	-0.000	-0.003	0.009	-0.081	-3.041	-0.115	133.294	-297.761	9349.737	929.126	-100.000	100.000	100.000	-100.000	69.219549	16.693372
2.000	-0.007	0.000	-0.000	-0.003	0.013	-0.082	-3.046	-0.106	131.317	-297.987	9349.930	929.126	-100.000	100.000	100.000	-100.000	69.219531	16.693377
2.000	-0.013	-0.001	-0.000	-0.004	0.011	-0.082	-3.048	-0.095	129.337	-298.198	9350.118	929.126	100.000	-100.000	100.000	-100.000	69.219513	16.693381
2.000	-0.017	-0.001	-0.000	-0.000	0.011	-0.082	-3.047	-0.086	127.356	-298.395	9350.305	929.126	100.000	-100.000	-100.000	100.000	69.219495	16.693386
1.999	-0.023	-0.001	-0.000	0.003	0.016	-0.082	-3.046	-0.072	125.373	-298.573	9350.493	929.126	-100.000	100.000	100.000	-100.000	69.219477	16.693390
1.999	-0.029	-0.001	-0.000	-0.001	0.010	-0.082	-3.045	-0.060	123.389	-298.731	9350.684	929.126	-100.000	100.000	-100.000	100.000	69.219459	16.693395
1.999	-0.030	-0.002	-0.000	-0.001	0.007	-0.082	-3.047	-0.053	121.405	-298.873	9350.874	929.126	-100.000	100.000	100.000	-100.000	69.219442	16.693400
1.999	-0.031	-0.004	-0.000	-0.006	0.001	-0.082	-3.051	-0.047	119.418	-299.003	9351.059	929.126	100.000	-100.000	-100.000	100.000	69.219424	16.693404
1.999	-0.029	-0.005	-0.000	-0.003	-0.006	-0.082	-3.055	-0.047	117.431	-299.126	9351.237	929.126	-100.000	100.000	-100.000	100.000	69.219406	16.693408
1.999	-0.023	-0.005	-0.000	0.003	-0.009	-0.082	-3.055	-0.054	115.444	-299.252	9351.412	929.126	-100.000	100.000	-100.000	100.000	69.219388	16.693413
2.000	-0.014	-0.005	0.000	-0.003	-0.009	-0.083	-3.058	-0.064	113.456	-299.388	9351.586	929.126	100.000	-100.000	100.000	-100.000	69.219370	16.693417
2.000	-0.010	-0.005	-0.000	-0.001	0.006	-0.083	-3.059	-0.068	111.469	-299.535	9351.755	929.126	-100.000	100.000	100.000	-100.000	69.219352	16.693421
2.000	-0.011	-0.003	0.000	0.001	0.000	-0.083	-3.057	-0.064	109.481	-299.677	9351.925	929.126	100.000	-100.000	100.000	-100.000	69.219334	16.693425
2.000	-0.010	-0.003	0.000	0.000	0.001	-0.083	-3.056	-0.064	107.494	-299.817	9352.097	929.126	-100.000	100.000	100.000	-100.000	69.219316	16.693429
2.000	-0.010	-0.002	0.000	0.002	0.005	-0.082	-3.055	-0.063	105.506	-299.955	9352.269	929.126	-100.000	100.000	-100.000	100.000	69.219299	16.693433
2.000	-0.012	0.000	0.000	0.004	-0.001	-0.082	-3.050	-0.059	103.518	-300.086	9352.447	929.126	100.000	-100.000	-100.000	100.000	69.219281	16.693438
2.000	-0.009	0.001	0.000	-0.003	-0.003	-0.082	-3.050	-0.062	101.531	-300.217	9352.630	929.126	-100.000	100.000	100.000	-100.000	69.219263	16.693442
2.000	-0.007	-0.002	0.000	-0.002	-0.002	-0.083	-3.056	-0.063	99.543	-300.351	9352.806	929.126	-100.000	100.000	-100.000	100.000	69.219245	16.693446
2.000	-0.007	-0.001	0.000	0.003	0.002	-0.082	-3.054	-0.063	97.555	-300.485	9352.979	929.126	100.000	-100.000	100.000	-100.000	69.219227	16.693451
2.000	-0.007	-0.001	0.000	-0.003	0.002	-0.082	-3.054	-0.061	95.568	-300.616	9353.155	929.126	100.000	-100.000	100.000	-100.000	69.219209	16.693455
2.000	-0.007	-0.000	0.000	0.003	-0.003	-0.082	-3.051	-0.060	93.580	-300.744	9353.332	929.126	-100.000	100.000	-100.000	100.000	69.219191	16.693459
2.000	-0.002	0.002	-0.000	0.001	-0.002	-0.082	-3.048	-0.068	91.592	-300.878	9353.514	929.126	100.000	-100.000	100.000	-100.000	69.219173	16.693464
2.000	-0.000	0.001	-0.000	-0.004	-0.000	-0.082	-3.052	-0.071	89.606	-301.019	9353.696	929.126	-100.000	100.000	-100.000	100.000	69.219156	16.693468
2.000	-0.001	-0.002	-0.000	-0.004	-0.001	-0.083	-3.056	-0.070	87.618	-301.160	9353.871	929.126	-100.000	100.000	-100.000	100.000	69.219138	16.693472
2.000	0.000	-0.003	0.000	-0.003	-0.004	-0.083	-3.059	-0.072	85.631	-301.301	9354.041	929.126	-100.000	100.000	-100.000	100.000	69.219120	16.693476
2.000	0.003	-0.003	0.000	-0.002	-0.002	-0.083	-3.061	-0.075	83.643	-301.447	9354.206	929.126	100.000	-100.000	-100.000	100.000	69.219102	16.693480
2.000	0.002	-0.003	0.000	0.002	0.006	-0.083	-3.062	-0.074	81.655	-301.595	9354.368	929.126	-100.000	100.000	100.000	-100.000	69.219084	16.693484
2.000	-0.001	-0.002	0.000	0.008	0.007	-0.083	-3.058	-0.069	79.667	-301.736	9354.533	929.126	-100.000	100.000	100.000	-100.000	69.219066	16.693488
2.000	-0.003	0.002	0.000	0.002	0.001	-0.082	-3.050	-0.066	77.679	-301.872	9354.709	929.126	100.000	-100.000	100.000	-100.000	69.219048	16.693492
2.000	-0.003	0.002	0.000	0.002	0.005	-0.082	-3.049	-0.066	75.692	-302.008	9354.890	929.126	-100.000	100.000	100.000	-100.000	69.219030	16.693497
2.000	-0.004	0.002	0.000	-0.004	0.004	-0.082	-3.051	-0.064	73.705	-302.141	9355.071	929.126	-100.000	100.000	100.000	-100.000	69.219013	16.693501
2.000	-0.002	0.000	0.000	-0.002	-0.006	-0.082	-3.054	-0.067	71.717	-302.274	9355.248	929.126	-100.000	100.000	100.000	-100.000	69.218995	16.693506
2.000	0.002	-0.000	0.000	0.003	-0.003	-0.082	-3.054	-0.073	69.730	-302.415	9355.422	929.126	39.223	-39.223	100.000	-100.000	69.218977	16.693510
2.000	0.004	0.000	0.000	-0.001	0.003	-0.082	-3.054	-0.076	67.743	-302.562	9355.597	929.126	100.000	-100.000	100.000	-100.000	69.218959	16.693514
2.000	0.001	-0.001	0.000	0.000	0.008	-0.083	-3.055	-0.070	65.755	-302.706	9355.769	929.126	-100.000	100.000	100.000	-100.000	69.218941	16.693518
2.000	-0.003	-0.002	-0.000	0.001	0.004	-0.083	-3.056	-0.064	63.767	-302.841	9355.941	929.126	-100.000	100.000	100.000	-100.000	69.218923	16.693522
2.000	-0.006	-0.001	-0.000	-0.003	0.006	-0.083	-3.056	-0.059	61.779	-302.968	9356.113	929.126	100.000	-100.000	100.000	-100.000	69.218905	16.693527
2.000	-0.009	-0.001	-0.000	0.001	0.007	-0.082	-3.055	-0.052	59.790	-303.087	9356.286	929.126	-100.000	100.000	-100.000	100.000	69.218887	16.693531
2.000	-0.011	-0.000	0.000	0.003	0.004	-0.082	-3.053	-0.048	57.801	-303.198	9356.461	929.126	-14.445	14.445	-100.000	100.000	69.218870	16.693535
2.000	-0.012	-0.002	0.000	-0.002	-0.005	-0.083	-3.057	-0.045	55.811	-303.301	9356.634	929.126	-100.000	100.000	-100.000	100.000	69.218852	16.693539
2.000	-0.006	-0.001	-0.000	0.004	-0.004	-0.082	-3.055	-0.054	53.822	-303.409	9356.806	929.126	-100.000	100.000	100.000	-100.000	69.218834	16.693543
2.000	-0.000	0.001	-0.000	0.002	-0.014	-0.082	-3.053	-0.065	51.833	-303.530	9356.980	929.126	100.000	-100.000	-100.000	100.000	69.218816	16.693548
2.000	0.006	0.001	-0.000	0.008	-0.000	-0.082	-3.051	-0.073	49.845	-303.666	9357.156	929.126	-100.000	100.000	100.000	-100.000	69.218798	16.693552
2.000	0.008	0.004	-0.000	0.000	-0.014	-0.082	-3.046	-0.080	47.859	-303.811	9357.341	929.126	100.000	-100.000	-100.000	100.000	69.218780	16.693556
2.000	0.014	0.003	-0.000	0.004	-0.004	-0.082	-3.047	-0.090	45.875	-303.971	9357.527	929.126	-100.000	100.000	-100.000	100.000	69.218762	16.693561
2.000	0.013	0.004	-0.000	-0.000	-0.000	-0.082	-3.046	-0.091	43.891	-304.137	9357.715	929.126	-100.000	100.000	100.000	-100.000	69.218744	16.693565
2.000	0.012	0.005	-0.000	-0.000	0.003	-0.082	-3.043	-0.090	41.907	-304.305	9357.905	929.126	100.000	-100.000	-100.000	100.000	69.218727	16.693570
2.000	0.010	0.005	-0.000	0.002	0.005	-0.081	-3.040	-0.088	39.924	-304.472	9358.100	929.126	100.000	-100.000	100.000	-100.000	69.218709	16.693575
2.000	0.007	0.006	0.000	-0.002	0.003	-0.081	-3.039	-0.086	37.941	-304.636	9358.300	929.126	100.000	-100.000	100.000	-100.000	69.218691	16.693580
2.000	0.007	0.002	0.000	-0.008	-0.005	-0.082	-3.046	-0.087	35.957	-304.801	9358.494	929.126	-100.000	100.000	100.000	-100.000	69.218673	16.693584
2.000	0.008	-0.001	0.000	-0.001	0.005	-0.082	-3.052	-0.088	33.972	-304.969	9358.677	929.126	100.000	-100.000	100.000	-100.000	69.218655	16.693589
2.000	0.003	-0.001	0.000	0.002	0.007	-0.082	-3.050	-0.079	31.987	-305.132	9358.859	929.126	-100.000	100.000	-100.000	100.000	69.218637	16.693593
2.000	-0.002	-0.001	0.000	-0.004	0.004	-0.082	-3.051	-0.073	30.002	-305.283	9359.042	929.126	100.000	-100.000	-100.000	100.000	69.218620	16.693598
2.000	-0.002	-0.003	0.000	-0.002	-0.005	-0.083	-3.055	-0.073	28.015	-305.430	9359.220	929.126	-100.000	100.000	-100.000	100.000	69.218602	16.693602
2.000	-0.002	-0.003	0.000	-0.002	-0.001	-0.083	-3.056	-0.072	26.028	-305.578	9359.394	929.126	-100.000	100.000	-100.000	100.000	69.218584	16.693606
2.000	-0.001	-0.003	0.000	0.002	0.004	-0.083	-3.056	-0.072	24.041	-305.725	9359.566	929.126	-100.000	100.000	100.000	-100.000	69.218566	16.693610
2.000	-0.003	-0.002	0.000	0.004	0.002	-0.083	-3.054	-0.070	22.054	-305.869	9359.739	929.126	-100.000	100.000	-100.000	100.000	69.218548	16.693615
2.000	-0.003	-0.001	0.000	-0.004	0.002	-0.082	-3.053	-0.069	20.067	-306.012	9359.917	929.126	100.000	-100.000	100.000	-100.000	69.218530	16.693619
2.000	-0.004	-0.001	0.000	0.003	0.001	-0.082	-3.053	-0.068	18.079	-306.153	9360.093	929.126	-100.000	100.000	-100.000	100.000	69.218512	16.693623
2.000	-0.003	-0.000	0.000	0.002	-0.010	-0.082	-3.052	-0.070	16.092	-306.292	9360.272	929.126	-100.000	100.000	-100.000	100.000	69.218495	16.693627
2.000	0.002	0.002	-0.000	0.007	-0.005	-0.082	-3.047	-0.079	14.106	-306.441	9360.455	929.126	-100.000	100.000	100.000	-100.000	69.218477	16.693632
2.000	0.001	0.005	-0.000	0.003	0.009	-0.081	-3.041	-0.075	12.122	-306.595	9360.647	929.126	-100.000	100.000	100.000	-100.000	69.218459	16.693637
2.000	-0.003	0.004	-0.000	-0.003	0.005	-0.082	-3.041	-0.068	10.136	-306.738	9360.844	929.126	100.000	-100.000	100.000	-100.000	69.218441	16.693641
2.000	-0.006	0.002	-0.000	-0.005	-0.001	-0.082	-3.045	-0.064	8.151	-306.873	9361.038	929.126	-100.000	100.000	-100.000	100.000	69.218423	16.693646
2.000	-0.004	0.001	-0.000	0.000	0.004	-0.082	-3.046	-0.065	6.164	-307.008	9361.227	929.126	100.000	-100.000	100.000	-100.000	69.218405	16.693651
2.000	-0.006	-0.000	-0.000	-0.002	0.003	-0.082	-3.048	-0.062	4.177	-307.140	9361.414	929.126	100.000	-100.000	100.000	-100.000	69.218387	16.693655
2.000	-0.009	-0.001	-0.000	-0.004	0.012	-0.082	-3.051	-0.055	2.190	-307.266	9361.598	929.126	-100.000	100.000	100.000	-100.000	69.218369	16.693660
2.000	-0.012	-0.003	-0.000	0.002	0.004	-0.082	-3.053	-0.048	0.201	-307.379	9361.777	929.126	-100.000	100.000	-100.000	100.000	69.218352	16.693664
2.000	-0.012	-0.003	-0.000	-0.002	-0.008	-0.082	-3.054	-0.049	-1.788	-307.487	9361.955	929.126	-100.000	100.000	-100.000	100.000	69.218334	16.693668
2.000	-0.008	-0.004	-0.000	-0.003	-0.001	-0.083	-3.058	-0.052	-3.777	-307.598	9362.128	929.126	-100.000	100.000	100.000	-100.000	69.218316	16.693673
2.000	-0.004	-0.004	-0.000	0.000	-0.005	-0.083	-3.058	-0.058	-5.766	-307.714	9362.299	929.126	100.000	-100.000	-100.000	100.000	69.218298	16.693677
2.000	0.000	-0.003	-0.000	0.000	-0.001	-0.083	-3.059	-0.065	-7.755	-307.839	9362.467	929.126	100.000	-100.000	100.000	-100.000	69.218280	16.693681
2.000	0.002	-0.003	0.000	-0.003	-0.004	-0.083	-3.060	-0.067	-9.744	-307.970	9362.635	929.126	100.000	-100.000	-100.000	100.000	69.218262	16.693685
2.000	0.006	-0.004	0.000	-0.000	-0.004	-0.083	-3.062	-0.075	-11.732	-308.108	9362.800	929.126	-100.000	100.000	100.000	-100.000	69.218244	16.693689
2.000	0.007	-0.003	0.000	-0.003	0.005	-0.083	-3.063	-0.076	-13.720	-308.253	9362.962	929.126	100.000	-100.000	100.000	-100.000	69.218226	16.693693
2.000	0.004	-0.004	0.000	0.002	-0.001	-0.083	-3.064	-0.073	-15.709	-308.396	9363.122	929.126	-100.000	100.000	-100.000	100.000	69.218209	16.693697
2.000	0.003	-0.003	0.000	0.007	-0.002	-0.083	-3.061	-0.072	-17.697	-308.537	9363.283	929.126	-100.000	100.000	-100.000	100.000	69.218191	16.693700
2.000	0.005	0.001	-0.000	0.002	-0.004	-0.082	-3.055	-0.077	-19.685	-308.680	9363.451	929.126	100.000	-100.000	100.000	-100.000	69.218173	16.693705
2.000	0.008	0.001	-0.000	-0.002	-0.001	-0.082	-3.055	-0.081	-21.672	-308.832	9363.624	929.126	-100.000	100.000	100.000	-100.000	69.218155	16.693709
2.000	0.006	0.001	-0.000	-0.001	0.009	-0.082	-3.056	-0.078	-23.658	-308.986	9363.795	929.126	-100.000	100.000	100.000	-100.000	69.218137	16.693713
2.000	0.003	0.000	-0.000	0.003	0.002	-0.082	-3.056	-0.074	-25.646	-309.132	9363.966	929.126	-100.000	100.000	100.000	-100.000	69.218119	16.693717
2.000	-0.002	0.001	0.000	0.004	0.009	-0.082	-3.052	-0.065	-27.633	-309.272	9364.140	929.126	100.000	-100.000	-100.000	100.000	69.218101	16.693721
2.000	-0.003	0.003	0.000	-0.002	-0.003	-0.082	-3.048	-0.066	-29.620	-309.404	9364.322	929.126	100.000	-100.000	100.000	-100.000	69.218083	16.693726
2.000	-0.003	0.003	0.000	0.004	-0.003	-0.082	-3.047	-0.066	-31.607	-309.539	9364.506	929.126	-100.000	100.000	-100.000	100.000	69.218066	16.693730
2.000	-0.004	0.004	0.000	-0.002	-0.004	-0.082	-3.046	-0.064	-33.594	-309.671	9364.693	929.126	100.000	-100.000	-100.000	100.000	69.218048	16.693735
2.000	-0.004	0.002	0.000	-0.001	0.003	-0.082	-3.048	-0.062	-35.581	-309.801	9364.878	929.126	100.000	-100.000	-100.000	100.000	69.218030	16.693739
2.000	-0.005	0.003	0.000	0.002	0.003	-0.082	-3.046	-0.060	-37.569	-309.927	9365.064	929.126	100.000	-100.000	100.000	-100.000	69.218012	16.693744
2.000	-0.004	0.003	0.000	-0.003	-0.004	-0.082	-3.045	-0.062	-39.556	-310.052	9365.253	929.126	100.000	-100.000	100.000	-100.000	69.217994	16.693748
2.000	-0.001	0.002	0.000	0.001	0.002	-0.082	-3.046	-0.065	-41.542	-310.183	9365.441	929.126	100.000	-100.000	100.000	-100.000	69.217976	16.693753
2.000	-0.003	0.002	0.000	-0.002	-0.004	-0.082	-3.047	-0.063	-43.529	-310.312	9365.630	929.126	-100.000	100.000	-100.000	100.000	69.217958	16.693757
2.000	-0.002	0.001	0.000	0.003	0.001	-0.082	-3.048	-0.063	-45.517	-310.440	9365.815	929.126	-100.000	100.000	100.000	-100.000	69.217940	16.693762
2.000	-0.004	0.003	0.000	0.003	0.007	-0.082	-3.043	-0.059	-47.504	-310.565	9366.005	929.126	-100.000	100.000	-100.000	100.000	69.217923	16.693766
2.000	-0.009	0.003	0.000	0.003	0.010	-0.081	-3.040	-0.049	-49.491	-310.679	9366.202	929.126	-100.000	100.000	100.000	-100.000	69.217905	16.693771
2.000	-0.014	0.002	0.000	-0.002	0.005	-0.081	-3.042	-0.040	-51.478	-310.780	9366.400	929.126	-100.000	100.000	-100.000	100.000	69.217887	16.693776
2.000	-0.013	0.001	0.000	-0.004	-0.010	-0.082	-3.044	-0.043	-53.466	-310.874	9366.594	929.126	100.000	-100.000	-100.000	100.000	69.217869	16.693781
2.000	-0.005	-0.000	0.000	0.004	-0.015	-0.082	-3.046	-0.054	-55.454	-310.979	9366.785	929.126	-100.000	100.000	-100.000	100.000	69.217851	16.693785
2.000	0.006	0.001	-0.000	-0.000	-0.017	-0.082	-3.047	-0.072	-57.441	-311.104	9366.975	929.126	-100.000	100.000	100.000	-100.000	69.217833	16.693790
2.000	0.013	0.001	-0.000	0.006	-0.010	-0.082	-3.045	-0.085	-59.427	-311.252	9367.164	929.126	100.000	-100.000	-100.000	100.000	69.217815	16.693795
2.000	0.014	0.003	-0.000	-0.003	-0.001	-0.081	-3.042	-0.087	-61.410	-311.411	9367.358	929.126	100.000	-100.000	100.000	-100.000	69.217798	16.693799
2.000	0.011	0.002	-0.000	-0.003	0.008	-0.081	-3.043	-0.082	-63.394	-311.568	9367.554	929.126	-100.000	100.000	100.000	-100.000	69.217780	16.693804
2.000	0.004	0.001	-0.000	-0.002	0.002	-0.081	-3.044	-0.073	-65.380	-311.714	9367.749	929.126	-100.000	100.000	-100.000	100.000	69.217762	16.693809
2.000	0.004	0.001	-0.000	0.000	0.002	-0.081	-3.044	-0.073	-67.365	-311.856	9367.942	929.126	100.000	-100.000	100.000	-100.000	69.217744	16.693814
2.000	0.003	-0.000	-0.000	-0.000	-0.006	-0.082	-3.046	-0.073	-69.351	-311.999	9368.134	929.126	-100.000	100.000	-100.000	100.000	69.217726	16.693818
2.000	0.006	0.001	-0.000	0.002	0.001	-0.081	-3.045	-0.079	-71.336	-312.147	9368.325	929.126	100.000	-100.000	100.000	-100.000	69.217708	16.693823
2.000	0.004	0.003	0.000	0.005	0.003	-0.081	-3.039	-0.077	-73.321	-312.297	9368.523	929.126	-100.000	100.000	-100.000	100.000	69.217690	16.693828
2.000	0.004	0.003	0.000	0.001	0.003	-0.081	-3.038	-0.076	-75.305	-312.446	9368.726	929.126	100.000	-100.000	100.000	-100.000	69.217673	16.693833
2.000	0.003	0.002	0.000	-0.000	-0.006	-0.081	-3.041	-0.076	-77.289	-312.594	9368.927	929.126	-100.000	100.000	-100.000	100.000	69.217655	16.693838
2.000	0.007	0.001	0.000	0.001	-0.006	-0.081	-3.043	-0.083	-79.273	-312.748	9369.125	929.126	-100.000	100.000	100.000	-100.000	69.217637	16.693842
2.000	0.008	-0.000	0.000	-0.001	0.003	-0.082	-3.045	-0.084	-81.257	-312.909	9369.319	929.126	100.000	-100.000	100.000	-100.000	69.217619	16.693847
2.000	0.003	0.001	0.000	0.007	0.007	-0.081	-3.041	-0.078	-83.241	-313.066	9369.513	929.126	-100.000	100.000	-100.000	100.000	69.217601	16.693852
2.000	-0.001	0.003	0.000	-0.002	0.011	-0.081	-3.037	-0.070	-85.226	-313.213	9369.716	929.126	100.000	-100.000	100.000	-100.000	69.217583	16.693857
2.000	-0.009	0.001	-0.000	-0.006	0.004	-0.081	-3.041	-0.058	-87.211	-313.345	9369.920	929.126	-100.000	100.000	-100.000	100.000	69.217565	16.693862
2.000	-0.009	-0.002	-0.000	-0.003	-0.005	-0.081	-3.045	-0.056	-89.197	-313.467	9370.116	929.126	-100.000	100.000	-100.000	100.000	69.217548	16.693867
2.000	-0.005	-0.003	0.000	-0.002	0.003	-0.082	-3.048	-0.061	-91.184	-313.593	9370.305	929.126	100.000	-100.000	100.000	-100.000	69.217530	16.693871
2.000	-0.006	-0.004	-0.000	-0.003	0.005	-0.082	-3.051	-0.058	-93.172	-313.718	9370.492	929.126	100.000	-100.000	100.000	-100.000	69.217512	16.693876
2.000	-0.009	-0.005	-0.000	0.003	-0.001	-0.082	-3.053	-0.053	-95.160	-313.836	9370.673	929.126	-100.000	100.000	-100.000	100.000	69.217494	16.693880
2.000	-0.007	-0.003	-0.000	-0.001	0.000	-0.082	-3.052	-0.055	-97.148	-313.952	9370.854	929.126	100.000	-100.000	100.000	-100.000	69.217476	16.693885
2.000	-0.003	-0.003	-0.000	0.004	-0.012	-0.082	-3.051	-0.063	-99.136	-314.073	9371.036	929.126	100.000	-100.000	100.000	-100.000	69.217458	16.693889
2.000	0.002	-0.002	-0.000	0.000	-0.004	-0.082	-3.050	-0.069	-101.123	-314.206	9371.220	929.126	-100.000	100.000	100.000	-100.000	69.217440	16.693893
2.000	0.002	-0.003	-0.000	-0.006	-0.007	-0.082	-3.054	-0.070	-103.110	-314.343	9371.400	929.126	100.000	-100.000	-100.000	100.000	69.217423	16.693898
2.000	0.005	-0.004	-0.000	-0.004	0.003	-0.082	-3.057	-0.073	-105.098	-314.484	9371.575	929.126	100.000	-100.000	100.000	-100.000	69.217405	16.693902
2.000	0.002	-0.004	-0.000	0.003	0.009	-0.082	-3.058	-0.069	-107.085	-314.622	9371.746	929.126	-100.000	100.000	100.000	-100.000	69.217387	16.693906
2.000	-0.004	-0.003	-0.000	-0.003	0.007	-0.082	-3.057	-0.058	-109.074	-314.750	9371.918	929.126	100.000	-100.000	-100.000	100.000	69.217369	16.693910
2.000	-0.004	-0.003	-0.000	0.001	0.003	-0.082	-3.057	-0.058	-111.063	-314.870	9372.089	929.126	100.000	-100.000	100.000	-100.000	69.217351	16.693914
2.000	-0.006	-0.004	-0.000	-0.008	-0.003	-0.082	-3.060	-0.056	-113.052	-314.987	9372.258	929.126	100.000	-100.000	100.000	-100.000	69.217333	16.693919
2.000	-0.004	-0.006	0.000	-0.002	-0.009	-0.083	-3.065	-0.058	-115.042	-315.105	9372.420	929.126	-100.000	100.000	-100.000	100.000	69.217315	16.693923
2.000	-0.000	-0.005	0.000	0.005	0.002	-0.083	-3.064	-0.062	-117.032	-315.229	9372.579	929.126	-19.584	19.584	100.000	-100.000	69.217297	16.693926
2.000	-0.002	-0.003	0.000	-0.003	0.001	-0.082	-3.063	-0.060	-119.022	-315.353	9372.740	929.126	100.000	-100.000	-100.000	100.000	69.217279	16.693930
2.000	-0.001	-0.003	-0.000	0.009	-0.003	-0.082	-3.060	-0.062	-121.011	-315.475	9372.902	929.126	-100.000	100.000	100.000	-100.000	69.217262	16.693934
2.000	0.002	-0.000	-0.000	0.002	-0.004	-0.082	-3.056	-0.067	-123.000	-315.603	9373.071	929.126	-100.000	100.000	100.000	-100.000	69.217244	16.693938
2.000	0.006	0.001	-0.000	0.008	-0.004	-0.082	-3.054	-0.074	-124.988	-315.741	9373.242	929.126	-100.000	100.000	-100.000	100.000	69.217226	16.693942
2.000	0.007	0.003	-0.000	0.001	-0.003	-0.082	-3.050	-0.077	-126.975	-315.886	9373.420	929.126	100.000	-100.000	-100.000	100.000	69.217208	16.693947
2.000	0.006	0.003	-0.000	0.001	0.005	-0.082	-3.051	-0.076	-128.961	-316.033	9373.599	929.126	-100.000	100.000	100.000	-100.000	69.217190	16.693951
2.000	0.003	0.003	-0.000	-0.001	0.006	-0.082	-3.049	-0.072	-130.948	-316.176	9373.780	929.126	100.000	-100.000	100.000	-100.000	69.217172	16.693955
2.000	0.001	0.002	-0.000	-0.002	-0.004	-0.082	-3.051	-0.070	-132.935	-316.313	9373.961	929.126	-98.627	98.627	-100.000	100.000	69.217154	16.693960
2.000	0.004	0.000	0.000	-0.003	-0.005	-0.082	-3.055	-0.075	-134.922	-316.455	9374.139	929.126	-100.000	100.000	100.000	-100.000	69.217136	16.693964
2.000	0.008	-0.002	0.000	0.001	-0.005	-0.082	-3.058	-0.082	-136.909	-316.606	9374.309	929.126	-100.000	100.000	100.000	-100.000	69.217119	16.693968
2.000	0.009	0.001	-0.000	0.004	-0.008	-0.082	-3.052	-0.086	-138.895	-316.764	9374.482	929.126	100.000	-100.000	-100.000	100.000	69.217101	16.693972
