Vx	Vy	Vz	Wx	Wy	Wz	fi	psi	teta	Ksi	Eta	Dzeta	T	Tng	Tkg	Tnb	Tkb	Lat	Long
2.000	0.004	0.003	-0.000	-0.001	-0.004	-0.071	-0.457	-0.264	264.651	-77.261	129.389	929.126	-100.000	100.000	-100.000	100.000	69.220726	16.459656
2.000	0.005	0.001	0.000	-0.003	-0.006	-0.072	-0.461	-0.268	266.381	-77.782	130.246	929.126	-100.000	100.000	-100.000	100.000	69.220742	16.459677
2.000	0.008	0.001	-0.000	0.004	-0.007	-0.072	-0.461	-0.273	268.109	-78.309	131.105	929.126	-100.000	100.000	100.000	-100.000	69.220758	16.459699
2.000	0.009	0.000	0.000	-0.001	-0.006	-0.072	-0.463	-0.276	269.834	-78.843	131.964	929.126	-100.000	100.000	-100.000	100.000	69.220773	16.459721
2.000	0.011	-0.000	0.000	-0.004	-0.000	-0.073	-0.465	-0.280	271.557	-79.383	132.825	929.126	100.000	-100.000	100.000	-100.000	69.220789	16.459743
2.000	0.010	-0.001	0.000	0.003	0.003	-0.073	-0.465	-0.279	273.277	-79.925	133.688	929.126	-100.000	100.000	-100.000	100.000	69.220804	16.459765
2.000	0.006	0.001	0.000	0.002	0.004	-0.072	-0.462	-0.274	275.001	-80.463	134.548	929.126	-100.000	100.000	100.000	-100.000	69.220820	16.459787
2.000	0.004	0.000	0.000	-0.004	0.007	-0.073	-0.464	-0.272	276.725	-80.998	135.408	929.126	96.333	-96.333	100.000	-100.000	69.220835	16.459808
2.000	0.000	-0.001	-0.000	-0.005	0.007	-0.073	-0.466	-0.265	278.450	-81.526	136.272	929.126	100.000	-100.000	-100.000	100.000	69.220851	16.459830
2.000	-0.004	-0.003	-0.000	-0.003	0.003	-0.074	-0.469	-0.259	280.175	-82.045	137.141	929.126	100.000	-100.000	-100.000	100.000	69.220866	16.459852
2.000	-0.006	-0.002	-0.000	0.003	0.009	-0.074	-0.468	-0.253	281.901	-82.556	138.013	929.126	-100.000	100.000	100.000	-100.000	69.220882	16.459874
2.000	-0.008	-0.001	-0.000	0.002	-0.005	-0.073	-0.465	-0.251	283.630	-83.060	138.882	929.126	100.000	-100.000	-100.000	100.000	69.220897	16.459896
2.000	-0.007	-0.001	-0.000	-0.005	-0.000	-0.073	-0.467	-0.252	285.359	-83.565	139.751	929.126	100.000	-100.000	-100.000	100.000	69.220913	16.459918
2.000	-0.002	-0.001	-0.000	0.002	-0.008	-0.074	-0.467	-0.259	287.086	-84.074	140.622	929.126	-100.000	100.000	100.000	-100.000	69.220928	16.459940
2.000	0.002	-0.002	-0.000	0.003	-0.005	-0.074	-0.468	-0.265	288.811	-84.593	141.492	929.126	-100.000	100.000	-100.000	100.000	69.220944	16.459963
2.000	0.002	-0.000	-0.000	0.001	-0.000	-0.073	-0.466	-0.266	290.535	-85.115	142.360	929.126	100.000	-100.000	100.000	-100.000	69.220959	16.459985
2.000	0.001	0.002	0.000	0.001	0.002	-0.072	-0.461	-0.263	292.262	-85.637	143.223	929.126	100.000	-100.000	-100.000	100.000	69.220975	16.460006
2.000	0.002	0.001	0.000	-0.000	-0.004	-0.073	-0.463	-0.267	293.990	-86.159	144.085	929.126	-100.000	100.000	-100.000	100.000	69.220990	16.460028
2.000	0.004	0.000	0.000	0.003	-0.002	-0.073	-0.464	-0.270	295.715	-86.687	144.948	929.126	-100.000	100.000	-100.000	100.000	69.221006	16.460050
2.000	0.003	0.002	0.000	-0.001	0.001	-0.072	-0.461	-0.269	297.441	-87.216	145.809	929.126	39.150	-39.150	-100.000	100.000	69.221021	16.460072
2.000	0.002	0.001	0.000	-0.006	0.000	-0.073	-0.464	-0.267	299.168	-87.742	146.670	929.126	100.000	-100.000	100.000	-100.000	69.221037	16.460094
2.000	0.001	-0.002	0.000	-0.003	0.003	-0.074	-0.468	-0.265	300.892	-88.268	147.537	929.126	100.000	-100.000	-100.000	100.000	69.221052	16.460116
2.000	0.001	-0.002	0.000	-0.003	-0.001	-0.074	-0.469	-0.265	302.615	-88.791	148.407	929.126	100.000	-100.000	100.000	-100.000	69.221068	16.460138
2.000	0.001	-0.003	-0.000	-0.001	0.003	-0.075	-0.472	-0.265	304.336	-89.315	149.280	929.126	-100.000	100.000	-100.000	100.000	69.221083	16.460160
2.000	0.000	-0.001	-0.000	0.012	-0.005	-0.073	-0.465	-0.266	306.059	-89.838	150.151	929.126	-100.000	100.000	-100.000	100.000	69.221099	16.460182
2.000	0.005	0.004	-0.000	0.006	-0.008	-0.071	-0.456	-0.275	307.786	-90.369	151.009	929.126	-100.000	100.000	100.000	-100.000	69.221114	16.460204
2.000	0.006	0.006	-0.000	0.003	0.010	-0.069	-0.451	-0.275	309.515	-90.909	151.856	929.126	-100.000	100.000	100.000	-100.000	69.221130	16.460225
2.000	0.001	0.006	-0.000	0.002	0.006	-0.069	-0.449	-0.268	311.248	-91.441	152.700	929.126	-100.000	100.000	-100.000	100.000	69.221146	16.460247
2.000	-0.001	0.005	-0.000	-0.006	-0.000	-0.069	-0.451	-0.266	312.984	-91.967	153.543	929.126	49.815	-49.815	100.000	-100.000	69.221161	16.460268
2.000	-0.002	0.002	-0.000	-0.008	0.002	-0.071	-0.457	-0.262	314.717	-92.491	154.392	929.126	100.000	-100.000	-100.000	100.000	69.221177	16.460290
2.000	-0.001	-0.001	-0.000	-0.007	-0.000	-0.073	-0.464	-0.264	316.446	-93.012	155.252	929.126	100.000	-100.000	100.000	-100.000	69.221192	16.460311
2.000	0.000	-0.003	-0.000	-0.001	0.005	-0.073	-0.467	-0.265	318.172	-93.537	156.117	929.126	100.000	-100.000	100.000	-100.000	69.221208	16.460333
2.000	-0.003	-0.003	0.000	0.003	0.005	-0.073	-0.467	-0.259	319.897	-94.057	156.984	929.126	100.000	-100.000	-100.000	100.000	69.221223	16.460355
2.000	-0.005	-0.001	0.000	0.004	-0.001	-0.073	-0.464	-0.256	321.625	-94.569	157.851	929.126	100.000	-100.000	100.000	-100.000	69.221239	16.460377
2.000	-0.007	-0.000	0.000	0.003	0.006	-0.072	-0.462	-0.252	323.356	-95.079	158.714	929.126	-100.000	100.000	100.000	-100.000	69.221254	16.460399
2.000	-0.009	-0.002	-0.000	-0.002	0.003	-0.073	-0.465	-0.247	325.088	-95.580	159.578	929.126	-100.000	100.000	-100.000	100.000	69.221270	16.460421
2.000	-0.008	-0.001	-0.000	0.008	-0.008	-0.072	-0.463	-0.249	326.820	-96.079	160.445	929.126	-100.000	100.000	-100.000	100.000	69.221286	16.460443
2.000	-0.005	0.001	-0.000	0.005	0.002	-0.071	-0.459	-0.252	328.554	-96.582	161.306	929.126	-100.000	100.000	100.000	-100.000	69.221301	16.460465
2.000	-0.005	0.002	-0.000	0.004	-0.009	-0.071	-0.457	-0.253	330.290	-97.085	162.163	929.126	-100.000	100.000	-100.000	100.000	69.221317	16.460487
2.000	-0.001	0.004	-0.000	0.001	-0.002	-0.070	-0.453	-0.259	332.026	-97.594	163.015	929.126	100.000	-100.000	100.000	-100.000	69.221332	16.460508
2.000	-0.001	0.004	-0.000	0.000	0.002	-0.069	-0.451	-0.257	333.763	-98.105	163.863	929.126	100.000	-100.000	-100.000	100.000	69.221348	16.460530
2.000	-0.002	0.003	-0.000	-0.001	-0.003	-0.070	-0.454	-0.256	335.501	-98.615	164.712	929.126	100.000	-100.000	-100.000	100.000	69.221364	16.460551
2.000	0.000	0.001	0.000	-0.006	-0.005	-0.071	-0.458	-0.260	337.236	-99.126	165.565	929.126	100.000	-100.000	-100.000	100.000	69.221379	16.460573
2.000	0.004	-0.000	0.000	-0.004	-0.005	-0.072	-0.461	-0.267	338.967	-99.645	166.422	929.126	100.000	-100.000	100.000	-100.000	69.221395	16.460595
2.000	0.006	-0.001	0.000	0.005	-0.003	-0.072	-0.462	-0.270	340.695	-100.171	167.281	929.126	-64.145	64.145	-100.000	100.000	69.221410	16.460616
2.000	0.007	0.001	0.000	0.005	0.002	-0.071	-0.457	-0.273	342.423	-100.701	168.136	929.126	100.000	-100.000	100.000	-100.000	69.221426	16.460638
2.000	0.007	0.001	0.000	-0.001	-0.002	-0.071	-0.458	-0.273	344.153	-101.234	168.988	929.126	-100.000	100.000	-100.000	100.000	69.221441	16.460660
2.000	0.009	-0.001	0.000	-0.005	-0.007	-0.073	-0.463	-0.279	345.879	-101.771	169.843	929.126	100.000	-100.000	100.000	-100.000	69.221457	16.460681
2.000	0.009	-0.002	0.000	0.000	0.005	-0.073	-0.466	-0.279	347.600	-102.314	170.704	929.126	100.000	-100.000	100.000	-100.000	69.221472	16.460703
2.000	0.004	-0.003	0.000	-0.001	0.008	-0.074	-0.468	-0.271	349.322	-102.851	171.568	929.126	100.000	-100.000	-100.000	100.000	69.221488	16.460725
2.000	0.001	-0.004	-0.000	-0.003	-0.002	-0.075	-0.471	-0.268	351.044	-103.380	172.437	929.126	-100.000	100.000	100.000	-100.000	69.221503	16.460747
2.000	0.003	-0.004	0.000	-0.002	-0.004	-0.075	-0.473	-0.271	352.764	-103.911	173.309	929.126	100.000	-100.000	-100.000	100.000	69.221519	16.460769
2.000	0.005	-0.005	0.000	0.001	-0.003	-0.076	-0.474	-0.274	354.481	-104.446	174.184	929.126	-100.000	100.000	100.000	-100.000	69.221534	16.460791
2.000	0.008	-0.005	0.000	-0.002	-0.008	-0.076	-0.476	-0.280	356.195	-104.988	175.060	929.126	-100.000	100.000	-100.000	100.000	69.221550	16.460814
2.000	0.010	-0.004	0.000	0.001	-0.002	-0.076	-0.475	-0.284	357.906	-105.538	175.937	929.126	100.000	-100.000	100.000	-100.000	69.221565	16.460836
2.000	0.011	-0.001	-0.000	0.007	-0.008	-0.074	-0.470	-0.290	359.618	-106.093	176.809	929.126	100.000	-100.000	-100.000	100.000	69.221581	16.460858
2.000	0.013	0.002	-0.000	0.011	0.006	-0.072	-0.461	-0.293	361.332	-106.658	177.671	929.126	-100.000	100.000	100.000	-100.000	69.221596	16.460880
2.000	0.010	0.005	-0.000	0.002	-0.000	-0.071	-0.457	-0.291	363.052	-107.222	178.522	929.126	-100.000	100.000	-100.000	100.000	69.221611	16.460901
2.000	0.008	0.003	-0.000	-0.003	0.006	-0.071	-0.460	-0.288	364.771	-107.784	179.374	929.126	100.000	-100.000	100.000	-100.000	69.221627	16.460923
2.000	0.006	0.002	-0.000	-0.003	0.001	-0.072	-0.461	-0.287	366.490	-108.344	180.229	929.126	100.000	-100.000	100.000	-100.000	69.221642	16.460945
2.000	0.006	0.002	-0.000	0.004	0.001	-0.071	-0.460	-0.287	368.209	-108.905	181.084	929.126	-100.000	100.000	100.000	-100.000	69.221658	16.460966
2.000	0.003	0.003	-0.000	-0.000	0.010	-0.071	-0.458	-0.282	369.930	-109.463	181.937	929.126	100.000	-100.000	100.000	-100.000	69.221673	16.460988
2.000	-0.004	0.001	-0.000	-0.003	0.011	-0.072	-0.461	-0.270	371.654	-110.008	182.791	929.126	-100.000	100.000	-100.000	100.000	69.221689	16.461010
2.000	-0.008	0.001	-0.000	-0.002	0.008	-0.071	-0.460	-0.264	373.381	-110.542	183.648	929.126	100.000	-100.000	100.000	-100.000	69.221704	16.461031
2.000	-0.008	0.000	-0.000	0.004	-0.008	-0.072	-0.461	-0.265	375.108	-111.070	184.507	929.126	-100.000	100.000	-100.000	100.000	69.221720	16.461053
2.000	-0.004	0.001	-0.000	0.002	-0.004	-0.071	-0.460	-0.270	376.834	-111.605	185.363	929.126	-100.000	100.000	-100.000	100.000	69.221735	16.461075
2.000	-0.001	0.004	-0.000	0.008	-0.002	-0.069	-0.452	-0.274	378.562	-112.145	186.214	929.126	100.000	-100.000	100.000	-100.000	69.221751	16.461096
2.000	0.001	0.005	-0.000	0.003	-0.000	-0.069	-0.449	-0.278	380.292	-112.690	187.055	929.126	-100.000	100.000	-100.000	100.000	69.221766	16.461118
2.000	-0.000	0.004	-0.000	-0.004	0.002	-0.069	-0.452	-0.275	382.023	-113.236	187.897	929.126	-100.000	100.000	100.000	-100.000	69.221782	16.461139
2.000	-0.003	0.002	-0.000	-0.002	0.004	-0.070	-0.453	-0.270	383.753	-113.776	188.741	929.126	100.000	-100.000	-100.000	100.000	69.221798	16.461161
2.000	-0.004	0.000	-0.000	-0.008	0.006	-0.071	-0.458	-0.266	385.484	-114.310	189.590	929.126	100.000	-100.000	100.000	-100.000	69.221813	16.461182
2.000	-0.005	-0.003	-0.000	-0.003	0.001	-0.073	-0.465	-0.264	387.211	-114.839	190.449	929.126	-100.000	100.000	100.000	-100.000	69.221829	16.461204
2.000	-0.007	-0.004	-0.000	-0.001	-0.000	-0.073	-0.467	-0.261	388.936	-115.363	191.313	929.126	-100.000	100.000	100.000	-100.000	69.221844	16.461226
2.000	-0.007	-0.003	-0.000	0.007	-0.001	-0.073	-0.464	-0.259	390.663	-115.885	192.178	929.126	-100.000	100.000	-100.000	100.000	69.221860	16.461248
2.000	-0.007	0.000	-0.000	0.001	0.003	-0.071	-0.459	-0.258	392.393	-116.404	193.035	929.126	-100.000	100.000	-100.000	100.000	69.221875	16.461269
2.000	-0.008	-0.000	-0.000	0.002	-0.002	-0.071	-0.459	-0.257	394.125	-116.920	193.892	929.126	-100.000	100.000	100.000	-100.000	69.221891	16.461291
2.000	-0.004	0.002	-0.000	0.003	-0.006	-0.070	-0.455	-0.263	395.858	-117.439	194.745	929.126	100.000	-100.000	100.000	-100.000	69.221906	16.461313
2.000	-0.002	0.001	-0.000	-0.005	-0.005	-0.071	-0.457	-0.266	397.590	-117.963	195.596	929.126	37.132	-37.132	100.000	-100.000	69.221922	16.461334
2.000	-0.002	-0.002	-0.000	-0.010	0.003	-0.073	-0.465	-0.264	399.319	-118.490	196.454	929.126	100.000	-100.000	100.000	-100.000	69.221938	16.461356
2.000	-0.002	-0.006	-0.000	-0.008	-0.004	-0.075	-0.475	-0.265	401.041	-119.013	197.324	929.126	100.000	-100.000	100.000	-100.000	69.221953	16.461378
2.000	-0.002	-0.006	0.000	0.005	0.007	-0.075	-0.473	-0.262	402.761	-119.537	198.202	929.126	100.000	-100.000	100.000	-100.000	69.221969	16.461400
2.000	-0.005	-0.004	0.000	0.003	-0.003	-0.074	-0.470	-0.259	404.484	-120.055	199.075	929.126	-100.000	100.000	-100.000	100.000	69.221984	16.461422
2.000	-0.004	-0.004	0.000	-0.002	-0.003	-0.075	-0.473	-0.260	406.206	-120.572	199.950	929.126	-100.000	100.000	-100.000	100.000	69.221999	16.461445
2.000	-0.001	-0.003	0.000	-0.000	-0.000	-0.074	-0.471	-0.264	407.928	-121.092	200.825	929.126	100.000	-100.000	100.000	-100.000	69.222015	16.461467
2.000	0.000	-0.002	-0.000	-0.002	0.005	-0.074	-0.470	-0.265	409.649	-121.616	201.698	929.126	100.000	-100.000	100.000	-100.000	69.222030	16.461489
2.000	-0.002	-0.001	0.000	0.000	0.010	-0.074	-0.468	-0.260	411.372	-122.136	202.569	929.126	100.000	-100.000	100.000	-100.000	69.222046	16.461511
2.000	-0.008	-0.001	0.000	0.001	0.005	-0.074	-0.467	-0.250	413.099	-122.646	203.441	929.126	-100.000	100.000	-100.000	100.000	69.222061	16.461533
2.000	-0.009	-0.001	0.000	-0.002	0.004	-0.074	-0.469	-0.248	414.827	-123.147	204.314	929.126	100.000	-100.000	100.000	-100.000	69.222077	16.461555
2.000	-0.007	-0.004	0.000	-0.008	-0.007	-0.075	-0.475	-0.250	416.553	-123.646	205.192	929.126	100.000	-100.000	100.000	-100.000	69.222093	16.461578
2.000	-0.002	-0.005	0.000	0.004	-0.003	-0.076	-0.478	-0.257	418.274	-124.152	206.077	929.126	-100.000	100.000	100.000	-100.000	69.222108	16.461600
2.000	-0.002	-0.004	0.000	-0.003	0.005	-0.076	-0.477	-0.256	419.993	-124.663	206.962	929.126	100.000	-100.000	100.000	-100.000	69.222123	16.461622
2.000	-0.003	-0.004	0.000	0.002	-0.003	-0.076	-0.479	-0.255	421.712	-125.170	207.849	929.126	-100.000	100.000	-100.000	100.000	69.222139	16.461645
2.000	-0.002	-0.003	0.000	0.009	-0.002	-0.075	-0.474	-0.257	423.432	-125.678	208.735	929.126	-100.000	100.000	-100.000	100.000	69.222154	16.461667
2.000	0.000	0.001	-0.000	0.005	-0.004	-0.074	-0.469	-0.261	425.155	-126.190	209.612	929.126	-100.000	100.000	-100.000	100.000	69.222170	16.461690
2.000	0.002	0.001	-0.000	0.004	0.005	-0.074	-0.468	-0.262	426.878	-126.708	210.485	929.126	-100.000	100.000	100.000	-100.000	69.222185	16.461712
2.000	0.000	0.002	-0.000	-0.001	-0.000	-0.073	-0.467	-0.261	428.603	-127.222	211.356	929.126	-100.000	100.000	100.000	-100.000	69.222201	16.461734
2.000	0.002	0.002	-0.000	0.005	-0.007	-0.073	-0.465	-0.265	430.328	-127.740	212.226	929.126	-100.000	100.000	-100.000	100.000	69.222216	16.461756
2.000	0.004	0.002	-0.000	-0.004	-0.001	-0.073	-0.467	-0.267	432.053	-128.262	213.094	929.126	100.000	-100.000	100.000	-100.000	69.222232	16.461778
2.000	0.004	0.001	0.000	0.006	-0.001	-0.073	-0.467	-0.267	433.775	-128.787	213.965	929.126	-100.000	100.000	-100.000	100.000	69.222247	16.461800
2.000	0.003	0.003	0.000	0.004	-0.002	-0.072	-0.462	-0.267	435.500	-129.312	214.831	929.126	100.000	-100.000	-100.000	100.000	69.222263	16.461822
2.000	0.003	0.005	0.000	0.001	0.002	-0.071	-0.457	-0.267	437.228	-129.838	215.689	929.126	100.000	-100.000	-100.000	100.000	69.222278	16.461844
2.000	0.001	0.005	-0.000	-0.005	0.009	-0.071	-0.458	-0.264	438.958	-130.362	216.545	929.126	100.000	-100.000	100.000	-100.000	69.222294	16.461865
2.000	-0.002	0.003	-0.000	-0.000	-0.001	-0.072	-0.460	-0.261	440.688	-130.879	217.405	929.126	-100.000	100.000	100.000	-100.000	69.222310	16.461887
2.000	0.000	0.002	-0.000	0.000	-0.008	-0.072	-0.461	-0.264	442.417	-131.397	218.265	929.126	100.000	-100.000	-100.000	100.000	69.222325	16.461909
2.000	0.003	0.002	-0.000	-0.002	-0.001	-0.072	-0.461	-0.268	444.145	-131.922	219.125	929.126	100.000	-100.000	100.000	-100.000	69.222341	16.461931
2.000	-0.000	0.001	-0.000	-0.004	0.008	-0.073	-0.464	-0.262	445.872	-132.445	219.988	929.126	100.000	-100.000	-100.000	100.000	69.222356	16.461953
2.000	-0.004	-0.000	-0.000	-0.003	-0.000	-0.073	-0.465	-0.256	447.600	-132.958	220.853	929.126	100.000	-100.000	-100.000	100.000	69.222372	16.461975
2.000	-0.005	-0.001	-0.000	0.001	0.003	-0.073	-0.466	-0.253	449.329	-133.466	221.722	929.126	100.000	-100.000	-100.000	100.000	69.222387	16.461997
2.000	-0.006	-0.001	-0.000	0.004	0.002	-0.073	-0.465	-0.251	451.058	-133.970	222.591	929.126	-100.000	100.000	100.000	-100.000	69.222403	16.462019
2.000	-0.005	0.001	-0.000	0.007	-0.005	-0.072	-0.460	-0.253	452.790	-134.473	223.455	929.126	-100.000	100.000	-100.000	100.000	69.222418	16.462041
2.000	-0.002	0.002	-0.000	-0.001	0.001	-0.071	-0.459	-0.257	454.523	-134.982	224.314	929.126	100.000	-100.000	100.000	-100.000	69.222434	16.462062
2.000	-0.003	0.001	-0.000	-0.002	0.000	-0.072	-0.461	-0.255	456.256	-135.489	225.175	929.126	100.000	-100.000	100.000	-100.000	69.222450	16.462084
2.000	-0.002	0.000	-0.000	-0.000	-0.006	-0.072	-0.462	-0.257	457.987	-135.997	226.037	929.126	-100.000	100.000	-100.000	100.000	69.222465	16.462106
2.000	0.001	0.000	-0.000	0.003	0.004	-0.072	-0.462	-0.260	459.717	-136.510	226.900	929.126	-100.000	100.000	100.000	-100.000	69.222481	16.462128
2.000	-0.000	0.000	-0.000	0.003	-0.005	-0.072	-0.462	-0.260	461.448	-137.023	227.762	929.126	-100.000	100.000	-100.000	100.000	69.222496	16.462150
2.000	0.004	0.002	-0.000	-0.002	0.003	-0.072	-0.460	-0.265	463.177	-137.541	228.621	929.126	100.000	-100.000	100.000	-100.000	69.222512	16.462172
2.000	0.002	0.001	-0.000	-0.004	0.001	-0.072	-0.462	-0.263	464.906	-138.061	229.482	929.126	100.000	-100.000	-100.000	100.000	69.222527	16.462193
2.000	0.001	-0.001	-0.000	-0.002	-0.003	-0.073	-0.466	-0.263	466.634	-138.578	230.346	929.126	100.000	-100.000	-100.000	100.000	69.222543	16.462215
2.000	0.001	-0.001	-0.000	0.000	0.008	-0.073	-0.465	-0.260	468.361	-139.096	231.213	929.126	-100.000	100.000	100.000	-100.000	69.222558	16.462237
2.000	-0.001	-0.001	-0.000	-0.005	-0.001	-0.073	-0.467	-0.259	470.089	-139.608	232.080	929.126	100.000	-100.000	100.000	-100.000	69.222574	16.462259
2.000	0.000	-0.003	0.000	0.000	-0.004	-0.074	-0.469	-0.261	471.814	-140.122	232.950	929.126	-100.000	100.000	-100.000	100.000	69.222590	16.462281
2.000	0.002	-0.002	-0.000	-0.001	-0.006	-0.074	-0.468	-0.265	473.538	-140.641	233.821	929.126	100.000	-100.000	-100.000	100.000	69.222605	16.462303
2.000	0.004	-0.002	0.000	-0.003	-0.001	-0.074	-0.471	-0.267	475.261	-141.164	234.693	929.126	100.000	-100.000	100.000	-100.000	69.222621	16.462326
2.000	0.004	-0.003	0.000	-0.004	-0.008	-0.075	-0.473	-0.269	476.981	-141.688	235.567	929.126	42.545	-42.545	-100.000	100.000	69.222636	16.462348
2.000	0.008	-0.003	0.000	-0.002	-0.005	-0.076	-0.475	-0.275	478.698	-142.220	236.445	929.126	100.000	-100.000	-100.000	100.000	69.222651	16.462370
2.000	0.010	-0.002	0.000	0.003	-0.003	-0.075	-0.473	-0.279	480.413	-142.759	237.321	929.126	100.000	-100.000	-100.000	100.000	69.222667	16.462392
2.000	0.008	-0.000	0.000	0.001	0.012	-0.074	-0.469	-0.276	482.129	-143.301	238.193	929.126	-100.000	100.000	100.000	-100.000	69.222682	16.462414
2.000	0.000	0.000	0.000	0.001	0.012	-0.073	-0.468	-0.264	483.851	-143.830	239.063	929.126	-100.000	100.000	100.000	-100.000	69.222698	16.462436
2.000	-0.004	0.001	0.000	0.006	0.005	-0.073	-0.464	-0.258	485.576	-144.348	239.932	929.126	-100.000	100.000	100.000	-100.000	69.222713	16.462458
2.000	-0.005	0.004	0.000	0.003	0.003	-0.071	-0.458	-0.256	487.307	-144.860	240.794	929.126	100.000	-100.000	100.000	-100.000	69.222729	16.462480
2.000	-0.006	0.004	0.000	-0.002	-0.005	-0.071	-0.456	-0.255	489.040	-145.370	241.651	929.126	100.000	-100.000	-100.000	100.000	69.222744	16.462502
2.000	-0.004	0.002	0.000	0.001	-0.003	-0.071	-0.460	-0.258	490.772	-145.882	242.510	929.126	-100.000	100.000	-100.000	100.000	69.222760	16.462524
2.000	-0.003	0.002	0.000	-0.002	0.001	-0.072	-0.461	-0.257	492.503	-146.395	243.371	929.126	-100.000	100.000	-100.000	100.000	69.222776	16.462546
2.000	-0.003	0.001	0.000	-0.001	-0.007	-0.072	-0.463	-0.259	494.233	-146.907	244.233	929.126	-100.000	100.000	-100.000	100.000	69.222791	16.462567
2.000	-0.000	-0.000	0.000	-0.002	0.004	-0.073	-0.465	-0.261	495.961	-147.424	245.097	929.126	-100.000	100.000	100.000	-100.000	69.222807	16.462589
2.000	0.000	-0.000	0.000	0.000	-0.000	-0.073	-0.465	-0.262	497.688	-147.941	245.963	929.126	46.041	-46.041	100.000	-100.000	69.222822	16.462611
2.000	0.002	0.000	0.000	-0.001	-0.006	-0.073	-0.465	-0.266	499.415	-148.462	246.828	929.126	100.000	-100.000	-100.000	100.000	69.222838	16.462633
2.000	0.005	-0.001	0.000	-0.003	0.000	-0.073	-0.468	-0.270	501.139	-148.989	247.694	929.126	-100.000	100.000	100.000	-100.000	69.222853	16.462655
2.000	0.003	-0.002	0.000	-0.005	0.003	-0.074	-0.471	-0.267	502.860	-149.516	248.565	929.126	100.000	-100.000	100.000	-100.000	69.222869	16.462677
2.000	0.001	-0.003	-0.000	0.000	0.001	-0.075	-0.473	-0.265	504.581	-150.040	249.440	929.126	-100.000	100.000	-100.000	100.000	69.222884	16.462699
2.000	0.001	-0.003	-0.000	0.003	-0.003	-0.075	-0.472	-0.265	506.302	-150.561	250.316	929.126	-100.000	100.000	100.000	-100.000	69.222900	16.462722
2.000	0.002	-0.001	-0.000	0.003	0.002	-0.073	-0.468	-0.267	508.023	-151.085	251.188	929.126	100.000	-100.000	100.000	-100.000	69.222915	16.462744
2.000	-0.000	-0.000	-0.000	-0.002	-0.000	-0.074	-0.468	-0.263	509.747	-151.608	252.057	929.126	100.000	-100.000	-100.000	100.000	69.222931	16.462766
2.000	-0.000	0.001	-0.000	0.006	-0.000	-0.073	-0.465	-0.264	511.472	-152.128	252.927	929.126	100.000	-100.000	100.000	-100.000	69.222946	16.462788
2.000	-0.001	0.003	0.000	0.006	0.003	-0.071	-0.459	-0.262	513.199	-152.649	253.789	929.126	100.000	-100.000	-100.000	100.000	69.222962	16.462810
2.000	-0.002	0.005	0.000	0.003	0.002	-0.070	-0.454	-0.260	514.932	-153.166	254.644	929.126	100.000	-100.000	100.000	-100.000	69.222977	16.462831
2.000	-0.002	0.005	0.000	-0.002	-0.006	-0.070	-0.453	-0.261	516.666	-153.682	255.495	929.126	100.000	-100.000	-100.000	100.000	69.222993	16.462853
2.000	0.001	0.002	0.000	-0.005	0.001	-0.071	-0.459	-0.265	518.398	-154.203	256.348	929.126	-100.000	100.000	100.000	-100.000	69.223008	16.462875
2.000	-0.002	-0.001	-0.000	-0.007	0.006	-0.073	-0.466	-0.258	520.127	-154.721	257.211	929.126	-100.000	100.000	-100.000	100.000	69.223024	16.462897
2.000	-0.003	-0.004	-0.000	-0.004	-0.003	-0.074	-0.471	-0.257	521.852	-155.233	258.083	929.126	100.000	-100.000	-100.000	100.000	69.223040	16.462919
2.000	0.000	-0.004	-0.000	0.000	-0.004	-0.075	-0.473	-0.263	523.575	-155.749	258.959	929.126	100.000	-100.000	100.000	-100.000	69.223055	16.462941
